Key,ID,Name,Date,Time,Event,Status,Latitude,Longitude,Maximum Wind,Minimum Pressure,Low Wind NE,Low Wind SE,Low Wind SW,Low Wind NW,Moderate Wind NE,Moderate Wind SE,Moderate Wind SW,Moderate Wind NW,High Wind NE,High Wind SE,High Wind SW,High Wind NW
865,EP142014,NORBERT,20140903,600,,TS,19.4N,107.3W,45,1001,50,50,30,30,0,0,0,0,0,0,0,0
866,EP142014,NORBERT,20140903,1200,,TS,19.5N,108.1W,55,995,50,50,40,40,20,20,0,20,0,0,0,0
867,EP142014,NORBERT,20140903,1800,,TS,19.5N,108.9W,60,989,80,80,60,60,30,30,20,20,0,0,0,0
868,EP142014,NORBERT,20140904,0,,HU,19.7N,109.3W,65,985,90,90,70,80,40,40,30,30,20,20,0,10
869,EP142014,NORBERT,20140904,600,,HU,20.1N,109.8W,70,982,90,90,80,70,40,40,30,30,20,20,0,0
870,EP142014,NORBERT,20140904,1200,,HU,20.4N,110.2W,75,978,90,90,80,70,40,40,30,30,20,20,0,0
871,EP142014,NORBERT,20140904,1800,,HU,20.9N,110.6W,80,970,120,100,90,80,60,50,40,40,30,20,15,15
872,EP142014,NORBERT,20140905,0,,HU,21.5N,110.8W,80,970,120,100,90,80,60,50,40,40,30,20,15,15
873,EP142014,NORBERT,20140905,600,,HU,22.1N,111.1W,80,970,120,100,90,80,60,50,40,40,30,20,15,15
874,EP142014,NORBERT,20140905,1200,,HU,22.8N,111.6W,80,970,120,100,90,80,60,50,40,40,30,20,15,15
875,EP142014,NORBERT,20140905,1800,,HU,23.5N,112.0W,80,966,120,100,90,80,60,50,40,40,40,30,15,20
876,EP142014,NORBERT,20140906,0,,HU,24.0N,112.6W,95,961,120,100,90,80,60,50,40,40,40,30,15,20
877,EP142014,NORBERT,20140906,600,,HU,24.4N,113.1W,110,950,120,100,90,80,60,50,40,40,40,30,15,20
878,EP142014,NORBERT,20140906,1200,,HU,24.8N,113.8W,100,960,120,100,90,80,60,50,40,40,40,30,15,20
879,EP142014,NORBERT,20140906,1800,,HU,25.1N,114.5W,90,965,120,100,90,70,60,50,40,40,40,30,15,20
880,EP142014,NORBERT,20140907,0,,HU,25.3N,115.1W,80,973,80,80,70,70,60,50,30,30,20,20,10,20
881,EP142014,NORBERT,20140907,600,,HU,25.6N,116.0W,70,979,80,80,70,70,50,50,30,30,30,30,10,20
882,EP142014,NORBERT,20140907,1200,,TS,25.9N,116.7W,55,991,70,70,60,60,40,40,20,30,0,0,0,0
883,EP142014,NORBERT,20140907,1800,,TS,26.3N,117.3W,45,997,60,60,50,50,0,0,0,0,0,0,0,0
884,EP142014,NORBERT,20140908,0,,LO,26.8N,117.7W,40,1000,60,40,40,50,0,0,0,0,0,0,0,0
885,EP142014,NORBERT,20140908,600,,LO,27.2N,118.1W,35,1001,30,0,40,0,0,0,0,0,0,0,0,0
886,EP142014,NORBERT,20140908,1200,,LO,27.5N,118.5W,30,1002,0,0,0,0,0,0,0,0,0,0,0,0
887,EP142014,NORBERT,20140908,1800,,LO,27.9N,118.6W,30,1003,0,0,0,0,0,0,0,0,0,0,0,0
888,EP142014,NORBERT,20140909,0,,LO,28.5N,118.5W,25,1004,0,0,0,0,0,0,0,0,0,0,0,0
889,EP142014,NORBERT,20140909,600,,LO,29.0N,118.4W,20,1006,0,0,0,0,0,0,0,0,0,0,0,0
890,EP142014,NORBERT,20140909,1200,,LO,28.8N,118.2W,20,1006,0,0,0,0,0,0,0,0,0,0,0,0
891,EP142014,NORBERT,20140909,1800,,LO,28.4N,118.2W,20,1007,0,0,0,0,0,0,0,0,0,0,0,0
892,EP142014,NORBERT,20140910,0,,LO,28.1N,118.0W,20,1008,0,0,0,0,0,0,0,0,0,0,0,0
893,EP142014,NORBERT,20140910,600,,LO,27.9N,117.6W,20,1008,0,0,0,0,0,0,0,0,0,0,0,0
894,EP142014,NORBERT,20140910,1200,,LO,27.6N,117.5W,20,1009,0,0,0,0,0,0,0,0,0,0,0,0
895,EP142014,NORBERT,20140910,1800,,LO,27.2N,117.6W,20,1010,0,0,0,0,0,0,0,0,0,0,0,0
896,EP142014,NORBERT,20140911,0,,LO,26.9N,117.7W,20,1010,0,0,0,0,0,0,0,0,0,0,0,0
897,EP152014,ODILE,20140909,1200,,LO,13.5N,100.1W,25,1007,0,0,0,0,0,0,0,0,0,0,0,0
898,EP152014,ODILE,20140909,1800,,LO,13.7N,100.9W,30,1006,0,0,0,0,0,0,0,0,0,0,0,0
899,EP152014,ODILE,20140910,0,,TD,14.0N,101.7W,30,1005,0,0,0,0,0,0,0,0,0,0,0,0
900,EP152014,ODILE,20140910,600,,TS,14.4N,102.4W,35,1004,40,0,0,40,0,0,0,0,0,0,0,0
901,EP152014,ODILE,20140910,1200,,TS,14.8N,102.8W,40,1002,40,0,0,40,0,0,0,0,0,0,0,0
902,EP152014,ODILE,20140910,1800,,TS,15.2N,103.1W,40,1002,50,0,0,50,0,0,0,0,0,0,0,0
903,EP152014,ODILE,20140911,0,,TS,15.4N,103.5W,40,1001,60,40,60,60,0,0,0,0,0,0,0,0
904,EP152014,ODILE,20140911,600,,TS,15.5N,103.8W,45,998,60,40,60,60,0,0,0,0,0,0,0,0
905,EP152014,ODILE,20140911,1200,,TS,15.4N,104.1W,45,998,60,60,60,60,0,0,0,0,0,0,0,0
906,EP152014,ODILE,20140911,1800,,TS,15.3N,104.3W,50,995,60,80,80,60,0,20,20,0,0,0,0,0
907,EP152014,ODILE,20140912,0,,TS,15.3N,104.5W,50,994,70,100,100,60,0,20,20,0,0,0,0,0
908,EP152014,ODILE,20140912,600,,TS,15.4N,104.6W,50,993,70,120,120,70,0,40,40,0,0,0,0,0
909,EP152014,ODILE,20140912,1200,,TS,15.5N,104.7W,55,990,90,140,150,70,0,60,40,0,0,0,0,0
910,EP152014,ODILE,20140912,1800,,TS,15.6N,104.8W,55,989,100,150,180,70,0,60,40,0,0,0,0,0
911,EP152014,ODILE,20140913,0,,TS,15.7N,104.9W,60,986,100,150,180,70,0,60,40,0,0,0,0,0
912,EP152014,ODILE,20140913,600,,HU,16.0N,105.3W,65,983,120,150,180,80,30,60,40,30,20,0,0,20
913,EP152014,ODILE,20140913,1200,,HU,16.3N,105.6W,70,978,140,150,170,90,40,60,50,40,20,20,20,20
914,EP152014,ODILE,20140913,1800,,HU,16.7N,105.9W,80,966,160,150,160,90,50,60,50,40,30,20,20,20
915,EP152014,ODILE,20140914,0,,HU,17.6N,106.3W,95,950,160,160,150,100,60,60,50,50,40,30,20,30
916,EP152014,ODILE,20140914,600,,HU,18.5N,107.0W,120,918,160,170,130,110,70,70,50,60,40,40,20,30
917,EP152014,ODILE,20140914,1200,,HU,19.4N,107.7W,115,920,160,170,130,110,70,70,50,60,40,40,20,30
918,EP152014,ODILE,20140914,1800,,HU,20.7N,108.5W,110,923,170,170,110,120,80,60,60,60,50,50,30,30
919,EP152014,ODILE,20140915,0,,HU,22.0N,109.3W,110,932,180,180,100,120,80,60,60,60,50,50,30,30
920,EP152014,ODILE,20140915,445,L,HU,22.9N,109.9W,110,941,170,180,100,120,80,60,60,60,50,50,30,30
921,EP152014,ODILE,20140915,600,,HU,23.3N,110.1W,105,945,150,180,100,120,80,60,60,60,50,50,30,30
922,EP152014,ODILE,20140915,1200,,HU,24.2N,110.9W,90,953,140,170,100,110,80,60,60,50,40,40,30,20
923,EP152014,ODILE,20140915,1800,,HU,25.1N,111.5W,80,965,140,160,100,100,70,60,50,50,40,40,30,20
924,EP152014,ODILE,20140916,0,,HU,26.1N,112.0W,70,978,120,140,100,100,60,50,40,40,20,0,0,0
925,EP152014,ODILE,20140916,600,,TS,27.0N,112.5W,60,984,120,130,90,90,50,40,30,30,0,0,0,0
926,EP152014,ODILE,20140916,1200,,TS,27.9N,113.1W,55,990,110,130,90,90,40,40,20,20,0,0,0,0
927,EP152014,ODILE,20140916,1800,,TS,28.8N,113.5W,50,992,100,120,0,80,40,0,0,0,0,0,0,0
928,EP152014,ODILE,20140917,0,,TS,29.4N,113.6W,45,993,90,120,0,70,0,0,0,0,0,0,0,0
929,EP152014,ODILE,20140917,600,,TS,29.9N,113.6W,40,995,80,120,0,60,0,0,0,0,0,0,0,0
930,EP152014,ODILE,20140917,1200,,TS,30.4N,113.4W,35,997,70,120,0,60,0,0,0,0,0,0,0,0
931,EP152014,ODILE,20140917,1630,L,TS,30.7N,113.1W,35,999,0,120,0,60,0,0,0,0,0,0,0,0
932,EP152014,ODILE,20140917,1800,,TD,30.8N,112.9W,30,1001,0,0,0,0,0,0,0,0,0,0,0,0
933,EP152014,ODILE,20140918,0,,TD,31.0N,112.0W,25,1003,0,0,0,0,0,0,0,0,0,0,0,0
934,EP162014,SIXTEEN,20140910,600,,LO,12.5N,116.5W,25,1009,0,0,0,0,0,0,0,0,0,0,0,0
935,EP162014,SIXTEEN,20140910,1200,,LO,12.8N,117.4W,25,1009,0,0,0,0,0,0,0,0,0,0,0,0
936,EP162014,SIXTEEN,20140910,1800,,LO,13.3N,118.1W,30,1009,0,0,0,0,0,0,0,0,0,0,0,0
937,EP162014,SIXTEEN,20140911,0,,LO,13.9N,118.6W,30,1009,0,0,0,0,0,0,0,0,0,0,0,0
938,EP162014,SIXTEEN,20140911,600,,TD,14.7N,119.1W,30,1007,0,0,0,0,0,0,0,0,0,0,0,0
939,EP162014,SIXTEEN,20140911,1200,,TD,15.4N,119.7W,30,1006,0,0,0,0,0,0,0,0,0,0,0,0
940,EP162014,SIXTEEN,20140911,1800,,TD,16.0N,120.2W,30,1006,0,0,0,0,0,0,0,0,0,0,0,0
941,EP162014,SIXTEEN,20140912,0,,TD,16.4N,120.2W,30,1006,0,0,0,0,0,0,0,0,0,0,0,0
942,EP162014,SIXTEEN,20140912,600,,TD,16.7N,119.9W,30,1006,0,0,0,0,0,0,0,0,0,0,0,0
943,EP162014,SIXTEEN,20140912,1200,,TD,16.9N,119.5W,30,1006,0,0,0,0,0,0,0,0,0,0,0,0
944,EP162014,SIXTEEN,20140912,1800,,TD,16.9N,119.0W,30,1007,0,0,0,0,0,0,0,0,0,0,0,0
945,EP162014,SIXTEEN,20140913,0,,TD,16.7N,118.5W,30,1007,0,0,0,0,0,0,0,0,0,0,0,0
946,EP162014,SIXTEEN,20140913,600,,TD,16.4N,118.0W,30,1007,0,0,0,0,0,0,0,0,0,0,0,0
947,EP162014,SIXTEEN,20140913,1200,,TD,16.0N,117.5W,30,1007,0,0,0,0,0,0,0,0,0,0,0,0
948,EP162014,SIXTEEN,20140913,1800,,TD,15.7N,117.1W,30,1007,0,0,0,0,0,0,0,0,0,0,0,0
949,EP162014,SIXTEEN,20140914,0,,TD,15.3N,116.5W,30,1007,0,0,0,0,0,0,0,0,0,0,0,0
950,EP162014,SIXTEEN,20140914,600,,TD,15.0N,115.6W,30,1007,0,0,0,0,0,0,0,0,0,0,0,0
951,EP162014,SIXTEEN,20140914,1200,,TD,15.0N,114.7W,30,1006,0,0,0,0,0,0,0,0,0,0,0,0
952,EP162014,SIXTEEN,20140914,1800,,TD,15.4N,113.8W,30,1006,0,0,0,0,0,0,0,0,0,0,0,0
953,EP162014,SIXTEEN,20140915,0,,TD,16.0N,112.8W,30,1005,0,0,0,0,0,0,0,0,0,0,0,0
954,EP162014,SIXTEEN,20140915,600,,LO,16.8N,111.6W,30,1004,0,0,0,0,0,0,0,0,0,0,0,0
955,EP162014,SIXTEEN,20140915,1200,,LO,18.0N,110.5W,30,1003,0,0,0,0,0,0,0,0,0,0,0,0
956,EP162014,SIXTEEN,20140915,1800,,LO,19.4N,109.6W,30,1003,0,0,0,0,0,0,0,0,0,0,0,0
957,EP162014,SIXTEEN,20140916,0,,LO,20.8N,109.1W,30,1004,0,0,0,0,0,0,0,0,0,0,0,0
958,EP162014,SIXTEEN,20140916,600,,LO,22.4N,108.8W,25,1005,0,0,0,0,0,0,0,0,0,0,0,0
959,EP172014,POLO,20140916,0,,TS,11.4N,97.6W,35,1007,0,80,40,0,0,0,0,0,0,0,0,0
960,EP172014,POLO,20140916,600,,TS,11.6N,98.3W,40,1006,0,70,40,0,0,0,0,0,0,0,0,0
961,EP172014,POLO,20140916,1200,,TS,12.1N,99.1W,40,1005,0,60,40,0,0,0,0,0,0,0,0,0
962,EP172014,POLO,20140916,1800,,TS,12.8N,100.0W,45,1003,50,60,50,50,0,0,0,0,0,0,0,0
963,EP172014,POLO,20140917,0,,TS,13.6N,100.8W,45,1000,60,70,60,50,0,0,0,0,0,0,0,0
964,EP172014,POLO,20140917,600,,TS,14.4N,101.5W,45,998,60,70,60,50,0,0,0,0,0,0,0,0
965,EP172014,POLO,20140917,1200,,TS,15.2N,102.3W,50,994,60,70,60,50,20,20,0,20,0,0,0,0
966,EP172014,POLO,20140917,1800,,TS,15.7N,103.1W,60,986,70,70,60,60,30,30,0,20,0,0,0,0
967,EP172014,POLO,20140918,0,,HU,16.0N,104.0W,65,979,70,70,60,60,30,30,20,20,15,15,10,10
968,EP172014,POLO,20140918,600,,HU,16.4N,104.7W,65,979,80,70,60,60,30,30,20,20,15,15,10,10
969,EP172014,POLO,20140918,1200,,HU,16.9N,105.2W,65,980,90,70,60,60,30,30,20,20,15,15,10,10
970,EP172014,POLO,20140918,1800,,TS,17.5N,105.6W,60,981,100,70,60,70,30,30,30,20,0,0,0,0
971,EP172014,POLO,20140919,0,,TS,18.1N,106.1W,60,982,100,70,60,70,30,30,30,20,0,0,0,0
972,EP172014,POLO,20140919,600,,TS,18.5N,106.7W,60,983,90,70,60,60,30,30,30,20,0,0,0,0
973,EP172014,POLO,20140919,1200,,TS,18.9N,107.2W,60,985,80,80,60,60,30,40,30,0,0,0,0,0
974,EP172014,POLO,20140919,1800,,TS,19.4N,107.6W,60,987,80,80,70,60,30,50,40,0,0,0,0,0
975,EP172014,POLO,20140920,0,,TS,19.8N,107.9W,55,990,70,80,70,50,30,60,50,0,0,0,0,0
976,EP172014,POLO,20140920,600,,TS,20.2N,108.2W,50,995,60,80,70,40,20,60,50,0,0,0,0,0
977,EP172014,POLO,20140920,1200,,TS,20.7N,108.6W,45,1000,60,80,70,40,0,0,0,0,0,0,0,0
978,EP172014,POLO,20140920,1800,,TS,21.1N,109.1W,40,1002,50,80,60,30,0,0,0,0,0,0,0,0
979,EP172014,POLO,20140921,0,,TS,21.4N,109.6W,35,1003,50,60,50,30,0,0,0,0,0,0,0,0
980,EP172014,POLO,20140921,600,,TS,21.6N,110.2W,35,1003,40,40,50,30,0,0,0,0,0,0,0,0
981,EP172014,POLO,20140921,1200,,TS,22.0N,111.0W,40,1003,40,30,40,30,0,0,0,0,0,0,0,0
982,EP172014,POLO,20140921,1800,,TS,22.4N,111.8W,40,1003,50,0,40,30,0,0,0,0,0,0,0,0
983,EP172014,POLO,20140922,0,,TS,22.6N,112.7W,35,1003,50,0,40,30,0,0,0,0,0,0,0,0
984,EP172014,POLO,20140922,600,,TD,22.5N,113.5W,30,1004,0,0,0,0,0,0,0,0,0,0,0,0
985,EP172014,POLO,20140922,1200,,LO,22.3N,114.2W,25,1005,0,0,0,0,0,0,0,0,0,0,0,0
986,EP172014,POLO,20140922,1800,,LO,22.1N,114.8W,25,1006,0,0,0,0,0,0,0,0,0,0,0,0
987,EP172014,POLO,20140923,0,,LO,21.9N,115.1W,25,1007,0,0,0,0,0,0,0,0,0,0,0,0
988,EP172014,POLO,20140923,600,,LO,21.6N,115.4W,25,1007,0,0,0,0,0,0,0,0,0,0,0,0
989,EP172014,POLO,20140923,1200,,LO,21.3N,115.7W,25,1007,0,0,0,0,0,0,0,0,0,0,0,0
990,EP172014,POLO,20140923,1800,,LO,21.0N,115.8W,20,1007,0,0,0,0,0,0,0,0,0,0,0,0
991,EP172014,POLO,20140924,0,,LO,20.6N,115.9W,20,1007,0,0,0,0,0,0,0,0,0,0,0,0
992,EP172014,POLO,20140924,600,,LO,20.2N,116.0W,20,1007,0,0,0,0,0,0,0,0,0,0,0,0
993,EP172014,POLO,20140924,1200,,LO,19.7N,116.2W,20,1007,0,0,0,0,0,0,0,0,0,0,0,0
994,EP172014,POLO,20140924,1800,,LO,19.3N,116.4W,20,1007,0,0,0,0,0,0,0,0,0,0,0,0
995,EP172014,POLO,20140925,0,,LO,18.9N,116.9W,20,1007,0,0,0,0,0,0,0,0,0,0,0,0
996,EP172014,POLO,20140925,600,,LO,18.5N,117.5W,20,1007,0,0,0,0,0,0,0,0,0,0,0,0
997,EP172014,POLO,20140925,1200,,LO,18.0N,118.2W,20,1007,0,0,0,0,0,0,0,0,0,0,0,0
998,EP172014,POLO,20140925,1800,,LO,17.4N,118.8W,20,1007,0,0,0,0,0,0,0,0,0,0,0,0
999,EP172014,POLO,20140926,0,,LO,16.9N,119.5W,20,1007,0,0,0,0,0,0,0,0,0,0,0,0
1000,EP172014,POLO,20140926,600,,LO,16.5N,120.2W,20,1007,0,0,0,0,0,0,0,0,0,0,0,0
1001,EP172014,POLO,20140926,1200,,LO,16.0N,120.8W,20,1007,0,0,0,0,0,0,0,0,0,0,0,0
1002,EP172014,POLO,20140926,1800,,LO,15.5N,121.4W,20,1007,0,0,0,0,0,0,0,0,0,0,0,0
1003,EP182014,RACHEL,20140924,0,,TD,14.5N,102.6W,30,1006,0,0,0,0,0,0,0,0,0,0,0,0
1004,EP182014,RACHEL,20140924,600,,TD,14.8N,103.8W,30,1006,0,0,0,0,0,0,0,0,0,0,0,0
1005,EP182014,RACHEL,20140924,1200,,TD,14.9N,105.0W,30,1006,0,0,0,0,0,0,0,0,0,0,0,0
1006,EP182014,RACHEL,20140924,1800,,TD,15.1N,106.1W,30,1005,0,0,0,0,0,0,0,0,0,0,0,0
1007,EP182014,RACHEL,20140925,0,,TS,15.3N,107.0W,35,1004,60,0,0,50,0,0,0,0,0,0,0,0
1008,EP182014,RACHEL,20140925,600,,TS,15.7N,108.0W,35,1004,70,30,0,50,0,0,0,0,0,0,0,0
1009,EP182014,RACHEL,20140925,1200,,TS,16.1N,109.1W,40,1003,80,40,30,60,0,0,0,0,0,0,0,0
1010,EP182014,RACHEL,20140925,1800,,TS,16.7N,110.3W,45,1002,90,50,30,70,0,0,0,0,0,0,0,0
1011,EP182014,RACHEL,20140926,0,,TS,17.3N,111.4W,45,1000,100,60,40,80,0,0,0,0,0,0,0,0
1012,EP182014,RACHEL,20140926,600,,TS,17.7N,112.6W,45,1000,100,60,40,80,0,0,0,0,0,0,0,0
1013,EP182014,RACHEL,20140926,1200,,TS,18.1N,113.8W,45,999,100,60,40,80,0,0,0,0,0,0,0,0
1014,EP182014,RACHEL,20140926,1800,,TS,17.7N,114.5W,50,997,100,60,40,80,30,0,0,0,0,0,0,0
1015,EP182014,RACHEL,20140927,0,,TS,18.2N,115.1W,55,995,90,60,40,70,40,20,0,30,0,0,0,0
1016,EP182014,RACHEL,20140927,600,,TS,18.8N,115.6W,55,995,80,60,40,60,40,30,0,30,0,0,0,0
1017,EP182014,RACHEL,20140927,1200,,TS,19.3N,116.0W,55,995,80,60,40,60,40,30,0,30,0,0,0,0
1018,EP182014,RACHEL,20140927,1800,,HU,19.9N,116.3W,65,987,70,60,50,60,30,30,0,30,20,0,0,0
1019,EP182014,RACHEL,20140928,0,,HU,20.3N,116.7W,75,980,70,60,50,60,30,30,20,30,20,20,10,20
1020,EP182014,RACHEL,20140928,600,,HU,20.8N,117.0W,75,980,70,60,50,60,30,30,20,30,20,20,10,20
1021,EP182014,RACHEL,20140928,1200,,HU,21.2N,117.2W,75,980,70,60,60,60,30,30,20,30,20,20,10,20
1022,EP182014,RACHEL,20140928,1800,,HU,21.7N,117.4W,70,982,70,60,60,70,30,30,20,30,20,20,0,20
1023,EP182014,RACHEL,20140929,0,,HU,22.1N,117.5W,65,984,70,70,70,70,30,30,30,30,20,20,0,20
1024,EP182014,RACHEL,20140929,600,,TS,22.4N,117.5W,60,986,80,80,80,80,40,40,40,30,0,0,0,0
1025,EP182014,RACHEL,20140929,1200,,TS,22.6N,117.5W,55,989,80,80,80,80,40,40,40,30,0,0,0,0
1026,EP182014,RACHEL,20140929,1800,,TS,22.8N,117.5W,50,992,80,80,80,80,30,30,0,0,0,0,0,0
1027,EP182014,RACHEL,20140930,0,,TS,23.0N,117.5W,45,996,70,70,70,70,0,0,0,0,0,0,0,0
1028,EP182014,RACHEL,20140930,600,,TS,23.2N,117.5W,35,1002,60,60,60,60,0,0,0,0,0,0,0,0
1029,EP182014,RACHEL,20140930,1200,,LO,23.3N,117.5W,30,1004,0,0,0,0,0,0,0,0,0,0,0,0
1030,EP182014,RACHEL,20140930,1800,,LO,23.1N,117.5W,30,1006,0,0,0,0,0,0,0,0,0,0,0,0
1031,EP182014,RACHEL,20141001,0,,LO,22.9N,117.4W,25,1006,0,0,0,0,0,0,0,0,0,0,0,0
1032,EP182014,RACHEL,20141001,600,,LO,22.8N,117.4W,25,1007,0,0,0,0,0,0,0,0,0,0,0,0
1033,EP182014,RACHEL,20141001,1200,,LO,22.8N,117.3W,25,1007,0,0,0,0,0,0,0,0,0,0,0,0
1034,EP182014,RACHEL,20141001,1800,,LO,22.8N,117.1W,20,1008,0,0,0,0,0,0,0,0,0,0,0,0
1035,EP182014,RACHEL,20141002,0,,LO,22.8N,117.0W,20,1008,0,0,0,0,0,0,0,0,0,0,0,0
1036,EP182014,RACHEL,20141002,600,,LO,22.8N,117.0W,20,1008,0,0,0,0,0,0,0,0,0,0,0,0
1037,EP182014,RACHEL,20141002,1200,,LO,22.7N,117.1W,20,1008,0,0,0,0,0,0,0,0,0,0,0,0
1038,EP182014,RACHEL,20141002,1800,,LO,22.5N,117.3W,20,1008,0,0,0,0,0,0,0,0,0,0,0,0
1039,EP182014,RACHEL,20141003,0,,LO,22.3N,117.6W,20,1008,0,0,0,0,0,0,0,0,0,0,0,0
1040,EP192014,SIMON,20140930,1200,,LO,14.7N,100.1W,25,1008,0,0,0,0,0,0,0,0,0,0,0,0
1041,EP192014,SIMON,20140930,1800,,LO,15.2N,100.9W,25,1007,0,0,0,0,0,0,0,0,0,0,0,0
1042,EP192014,SIMON,20141001,0,,LO,15.7N,101.6W,25,1005,0,0,0,0,0,0,0,0,0,0,0,0
1043,EP192014,SIMON,20141001,600,,LO,16.2N,102.4W,25,1005,0,0,0,0,0,0,0,0,0,0,0,0
1044,EP192014,SIMON,20141001,1200,,LO,16.7N,103.2W,25,1005,0,0,0,0,0,0,0,0,0,0,0,0
1045,EP192014,SIMON,20141001,1800,,TD,17.1N,104.0W,25,1004,0,0,0,0,0,0,0,0,0,0,0,0
1046,EP192014,SIMON,20141002,0,,TD,17.5N,104.8W,30,1003,0,0,0,0,0,0,0,0,0,0,0,0
1047,EP192014,SIMON,20141002,600,,TS,17.9N,105.7W,35,1002,30,0,0,30,0,0,0,0,0,0,0,0
1048,EP192014,SIMON,20141002,1200,,TS,18.1N,106.6W,35,1002,30,0,0,30,0,0,0,0,0,0,0,0
1049,EP192014,SIMON,20141002,1800,,TS,18.2N,107.4W,40,1000,30,30,0,30,0,0,0,0,0,0,0,0
1050,EP192014,SIMON,20141003,0,,TS,18.2N,108.0W,45,999,40,30,0,40,0,0,0,0,0,0,0,0
1051,EP192014,SIMON,20141003,600,,TS,18.3N,108.6W,45,999,40,30,20,30,0,0,0,0,0,0,0,0
1052,EP192014,SIMON,20141003,1200,,TS,18.4N,109.3W,50,998,40,30,20,30,20,0,0,0,0,0,0,0
1053,EP192014,SIMON,20141003,1800,,TS,18.7N,110.2W,55,995,40,40,30,30,20,20,0,10,0,0,0,0
1054,EP192014,SIMON,20141004,0,,HU,19.0N,111.2W,65,985,50,40,30,30,20,20,0,10,10,0,0,0
1055,EP192014,SIMON,20141004,600,,HU,19.3N,112.2W,75,978,50,40,30,30,20,20,10,10,10,10,0,0
1056,EP192014,SIMON,20141004,1200,,HU,19.8N,113.4W,90,969,60,60,40,60,30,30,20,30,20,20,10,20
1057,EP192014,SIMON,20141004,1800,,HU,20.3N,114.6W,105,950,80,80,60,70,40,40,20,30,15,15,15,15
1058,EP192014,SIMON,20141005,0,,HU,21.0N,115.6W,115,946,80,80,60,70,40,40,20,30,20,20,15,20
1059,EP192014,SIMON,20141005,600,,HU,21.8N,116.4W,100,957,80,80,60,70,40,40,20,30,20,15,10,15
1060,EP192014,SIMON,20141005,1200,,HU,22.4N,117.0W,90,968,80,80,60,70,40,40,20,30,20,15,10,15
1061,EP192014,SIMON,20141005,1800,,HU,23.1N,117.5W,70,978,90,80,80,80,40,40,20,40,20,0,0,0
1062,EP192014,SIMON,20141006,0,,TS,23.6N,117.6W,60,986,90,80,80,90,40,40,20,40,0,0,0,0
1063,EP192014,SIMON,20141006,600,,TS,24.2N,117.6W,55,992,90,80,60,90,40,30,10,30,0,0,0,0
1064,EP192014,SIMON,20141006,1200,,TS,24.8N,117.6W,50,996,90,80,60,90,30,20,0,20,0,0,0,0
1065,EP192014,SIMON,20141006,1800,,TS,25.4N,117.6W,45,997,90,80,60,90,0,0,0,0,0,0,0,0
1066,EP192014,SIMON,20141007,0,,TS,26.0N,117.6W,40,1000,90,80,60,90,0,0,0,0,0,0,0,0
1067,EP192014,SIMON,20141007,600,,TS,26.6N,117.3W,40,1001,90,80,50,90,0,0,0,0,0,0,0,0
1068,EP192014,SIMON,20141007,1200,,TS,27.1N,116.8W,35,1002,90,80,50,90,0,0,0,0,0,0,0,0
1069,EP192014,SIMON,20141007,1800,,TS,27.6N,116.4W,35,1002,90,80,0,80,0,0,0,0,0,0,0,0
1070,EP192014,SIMON,20141008,0,,LO,27.9N,115.9W,30,1003,0,0,0,0,0,0,0,0,0,0,0,0
1071,EP192014,SIMON,20141008,600,,LO,28.1N,115.3W,30,1004,0,0,0,0,0,0,0,0,0,0,0,0
1072,EP192014,SIMON,20141008,1200,,LO,28.3N,114.6W,25,1005,0,0,0,0,0,0,0,0,0,0,0,0
1073,EP192014,SIMON,20141008,1800,,LO,28.2N,114.0W,25,1006,0,0,0,0,0,0,0,0,0,0,0,0
1074,EP192014,SIMON,20141009,0,,LO,27.7N,113.4W,20,1007,0,0,0,0,0,0,0,0,0,0,0,0
1075,CP022014,ANA,20141013,600,,LO,11.8N,140.9W,25,1008,0,0,0,0,0,0,0,0,0,0,0,0
1076,CP022014,ANA,20141013,1200,,LO,12.2N,141.9W,25,1008,0,0,0,0,0,0,0,0,0,0,0,0
1077,CP022014,ANA,20141013,1800,,TD,12.3N,142.2W,30,1007,0,0,0,0,0,0,0,0,0,0,0,0
1078,CP022014,ANA,20141014,0,,TS,12.7N,142.3W,35,1005,10,10,20,20,0,0,0,0,0,0,0,0
1079,CP022014,ANA,20141014,600,,TS,13.0N,142.7W,40,1003,20,20,20,20,0,0,0,0,0,0,0,0
1080,CP022014,ANA,20141014,1200,,TS,13.5N,143.3W,45,1000,30,30,20,30,0,0,0,0,0,0,0,0
1081,CP022014,ANA,20141014,1800,,TS,13.8N,143.9W,55,996,50,40,40,50,20,10,10,20,0,0,0,0
1082,CP022014,ANA,20141015,0,,TS,14.0N,144.6W,55,996,50,40,20,40,20,20,0,20,0,0,0,0
1083,CP022014,ANA,20141015,600,,TS,14.1N,145.3W,60,994,60,45,35,55,25,20,20,25,0,0,0,0
1084,CP022014,ANA,20141015,1200,,TS,14.2N,146.1W,60,994,55,50,40,55,25,25,20,25,0,0,0,0
1085,CP022014,ANA,20141015,1800,,TS,14.3N,147.0W,60,994,55,50,40,55,25,25,20,25,0,0,0,0
1086,CP022014,ANA,20141016,0,,TS,14.1N,148.0W,55,998,55,50,40,55,25,25,20,25,0,0,0,0
1087,CP022014,ANA,20141016,600,,TS,14.0N,148.9W,50,1000,50,50,40,50,20,20,10,20,0,0,0,0
